id;protocolo;titulo;conteudo;interacao;data;prorrogado;orgao;atendimento;situacao;uf;municipio;poder;esfera;pasta_anexos;nome_anexos
;170301-000130;Câmara dos Deputados;"Sr(a) José Adilson Nogueira Espindola,



Em atenção ao solicitado, informamos que o Deputado JHC está como 3° secretário na Mesa Diretora.

Para mais informações sobre este assunto, acesse o endereço: http://www2.camara.leg.br/a-camara/mesa

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados



";Resposta do Pedido;2017-03-01;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170301-000138;Câmara dos Deputados;"Boa Noite! Sou professora estatutária no estado do Paraná há 30 anos. Há 04 anos descobri que tenho TROMBOFILIA e estou afastada do trabalho em virtude das sequelas da trombose nas pernas e abdomen (que provocam dores intensas). Ao pesquisar sobre aposentadoria, encontrei a seguinte notícia: 

...A Comissão de Seguridade Social e Família da Câmara dos Deputados aprovou a inclusão de 25 doenças graves e incapacitantes na lista de enfermidades que dão a portadores direito de aposentadoria..

  No final do texto, a TROMBOFILIA é citada.



Gostaria de saber se tal proposta foi aprovada e quais as notícias mais recentes sobre o assunto.

                         Agradeço a atenção,

                                                          Adriana Luiza Nicaretta";Pedido;2017-03-01;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170301-000138;Câmara dos Deputados;"Sr(a) Adriana Luiza Grande Nicaretta,

Em atenção ao solicitado, informamos que a proposição PL 1217/2007 encontra-se aguardando Parecer e devolução do Relator não-membro na Comissão de Finanças e Tributação (CFT). Ainda tramitará na Comissão de Constituição e Justiça e de Cidadania (CCJC).

Sua forma de apreciação é de Poder conclusivo, ou seja, caso a proposição seja aprovada nas comissões e não haja recurso à Mesa Diretora, dentro do prazo de cinco sessões, para votação no Plenário, o projeto será encaminhado ao Senado Federal ou à Presidência da República, conforme a situação.

Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereço: http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=353807 onde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.

Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente, 
Câmara dos Deputados";Resposta do Pedido;2017-03-02;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170302-000019;Câmara dos Deputados;"

Solicito o número de telefone do gabinete do Deputado Jair Bolsonaro.





";Pedido;2017-03-02;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170302-000019;Câmara dos Deputados;"Sr(a) Silvino Gomes Jardim,



Em atenção ao solicitado, informamos o seguinte número de telefone (61) 3215 5482.

Para mais informações sobre este assunto, acesse o endereço: http://www.camara.leg.br/Internet/Deputado/dep_Detalhe.asp?id=74847&amp;btnPesquisar.x=17&amp;btnPesquisar.y=9&amp;btnPesquisar=OK

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados



";Resposta do Pedido;2017-03-02;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170302-000026;Câmara dos Deputados;Ofício refere-se ao PL 3555/2004.;Pedido;2017-03-02;;Câmara dos Deputados;Não Classificado;Finalizado;;;Legislativo;Federal;;
;170302-000026;Câmara dos Deputados;Solicito Ofício SGM-P 59/2017 o qual foi encaminhado à CCJC.;Pedido;2017-03-02;;Câmara dos Deputados;Não Classificado;Finalizado;;;Legislativo;Federal;;
;170302-000026;Câmara dos Deputados;"Senhor(a) Vera Hoffay Franca Campos,
Em atenção ao solicitado, esclarecemos que a sua demanda foi submetida ao Departamento de Comissões (Decom)da Câmara dos Deputados, que encaminhou as informações que seguem em anexo.

Em caso de dúvidas, estamos à disposição.
Atenciosamente,
Câmara dos Deputados

";Resposta do Pedido;2017-03-09;;Câmara dos Deputados;Não Classificado;Finalizado;;;Legislativo;Federal;;
;170302-000060;Câmara dos Deputados;"
Solicito cópia de uma entrevista sobre a reforma da previdência, com o entrevistado Baldur Schubert no mês de fevereiro, para o ministro Sérgio Kukina do STJ.


";Pedido;2017-03-02;;Câmara dos Deputados;Não Atendido;Finalizado;;;Legislativo;Federal;;
;170302-000060;Câmara dos Deputados;"Agradecemos por sua participação e interesse.
Procuramos disponibilizar o máximo de conteúdo possível em nossa página na Internet com vistas a contemplar telespectadores, porém estamos com dificuldades para encontrar o material solicitado. Os elementos informados não são suficientes. Possui um horário aproximado dessa exibição?
Caso tenha certeza que o programa foi transmitido pela TV Câmara, por favor, nos retorne com o horário aproximado da exibição. Com mais esse elemento podemos fazer uma busca mais refinada e assim enviar o link do programa solicitado.
Importante registrar que você pode baixar todo o conteúdo desejado por meio de nossa página na Internet: www.camara.leg.br/tv. Utilize o campo de busca em caso de dificuldades, realizando pesquisa a partir das expressões para conclusão da pesquisa.
Estamos sempre à disposição e agradecemos, novamente, o seu contato.
Coordenação de Participação Popular
Secretaria de Comunicação Social - Câmara dos Deputados

";Resposta do Pedido;2017-03-03;;Câmara dos Deputados;Não Atendido;Finalizado;;;Legislativo;Federal;;
;170302-000108;Câmara dos Deputados;"
Solicito informação sobre o número de telefone da Comissão de Constituição de Justiça e Cidadania (CCJC).


";Pedido;2017-03-02;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170302-000108;Câmara dos Deputados;"Sr(a) Marcos Antônio Garcia de Oliveira,

Em atenção ao solicitado, foi informado a entrar em contato no número geral da Câmara dos Deputados o (61) 3216-0000.
Para mais informações sobre este assunto, acesse o endereço: http://www2.camara.leg.br/
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados

";Resposta do Pedido;2017-03-02;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170302-000183;Câmara dos Deputados;"Olá, Gostaria de saber por favor, se o concurso da Câmara dos Deputados vai ser para todo o Brasil ou somente em Brasilia-DF ? pois quero concorrer a esse concurso mas não tenho condições para viajar...
Grato desde já a sua atenção.
Atenciosamente;
Peterson";Pedido;2017-03-02;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170302-000183;Câmara dos Deputados;"Senhor(a) Peterson Iure da Costa Barbosa,

A Câmara dos Deputados agradece seu contato.

Em atenção ao solicitado,informamos quenão há previsão de data de publicação do edital para concurso da Câmara dos Deputadose nem previsão dos locais de prova e banca examinadora, portanto, sugerimos a consulta da página disponível no Portal da Câmara que relaciona os editais, tão logo sejam publicados: http://www2.camara.leg.br/transparencia/concursos

Desde já, esclarecemos que a decisão da Câmara dos Deputados quanto ao local da realização das provas dos concursos públicos obedece aos princípios constitucionais da Administração Pública, bem como aos de conveniência, oportunidade e economicidade, de acordo com as características de cada processo seletivo. Tal procedimento encontra amparo no entendimento, pacífico, de que a Administração é livre para estabelecer as regras do concurso e os critérios de julgamento, por meio de Edital, lei do concurso.

Atenciosamente,

Câmara dos Deputados

";Resposta do Pedido;2017-03-03;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170303-000045;Câmara dos Deputados;gostaria de saber como cada deputado votou no PL 252/07;Pedido;2017-03-03;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170303-000045;Câmara dos Deputados;"Senhor(a) Diogo Mauricio Silva de Paiva,



A Câmara dos Deputados agradece seu contato.



Em atenção ao solicitado, informamos que a tramitação e documentos relativos ao Projeto de Lei (PL) 252/2007 estão disponíveis no Portal da Câmara dos Deputados em: http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=342862



Nessa ficha de tramitação, é possível verificar que o substitutivo do Senado Federal ao PL 252/2007 foi aprovado na sessão do dia 21/02/2017, para ver os detalhes dessa sessão basta clicar no link em azul &quot;15:00 Sessão Deliberativa Extraordinária&quot;.



A votação foi feita pelo processo simbólico, conforme disposição do artigo 185 do Regimento Interno da Câmara dos Deputados. Portanto, não há relação de votantes, visto que no processo simbólico os Deputados que aprovam são convidados a permanecerem como estão. Desse modo, não há voto nominal.



Atenciosamente,



Câmara dos Deputados





";Resposta do Pedido;2017-03-06;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170303-000068;Câmara dos Deputados;"
Solicito encaminhar um pergunta para o Programa da TV Câmara sobre Cartão Reforma.


";Pedido;2017-03-03;;Câmara dos Deputados;Não Atendido;Finalizado;;;Legislativo;Federal;;
;170303-000068;Câmara dos Deputados;"
Foi informada que é uma reprise .Sr(a) Maria Arminda Barbosa,

Em atenção ao solicitado, informamos que o Programa é uma reprise .
Para mais informações sobre este assunto, acesse o endereço: http://www2.camara.leg.br/camaranoticias/tv/
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados


";Resposta do Pedido;2017-03-03;;Câmara dos Deputados;Não Atendido;Finalizado;;;Legislativo;Federal;;
;170303-000074;Câmara dos Deputados;"

Solicito informação sobre a atual situação do PL 3722/2012.





";Pedido;2017-03-03;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170303-000074;Câmara dos Deputados;"Sr(a) Leonardo Antonio Amorim,



Em atenção ao solicitado, informamos que o PL 3722/2012 está Prontopara Pauta no PLENÁRIO (PLEN).

Para mais informações sobre este assunto, acesse o endereço: http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=541857

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados



";Resposta do Pedido;2017-03-03;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170303-000148;Câmara dos Deputados;"Prezados Senhores



Com o poder que garante o serviço de informação ao cidadão, solicito que seja solicitado e me encaminado os Projetos de Lei da Lei n.º 5.416/58, art. 53, do ADCT, da CF/1099, e da Lei n.º 5.315/57, e da Lei n.º 8.059/90 com exposição de motivos, pareceres diversos, votos a favor e ao contrário, enfim, todo o processo capa a capa, que resultou na aprovação das referidas leis.



Tal solicitação deve-se à imperiosa necessidade de se ter em concreto qual a real intenção do legislador, em razão da variedade imensa de julgados nos mais variados pontos de vista. Com o projeto de lei se terá o esclarecimento definitivo de qual era a proposta do legislador e a real intenção da promulgação as leis referidas;";Pedido;2017-03-03;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170303-000148;Câmara dos Deputados;"Senhor(a) Andréa O. Souza,



A Câmara dos Deputados agradece seu contato.



Em atenção ao solicitado, seguem os links para as proposições que deram origem às Leis encontradas.

 

Informamos que não localizamos Lei 5416 do ano de 1958, mas enviamos a Lei de mesmo número do ano de 1968 (http://www2.camara.leg.br/legin/fed/lei/1960-1969/lei-5416-10-abril-1968-359211-norma-pl.html), cuja proposição originária vem a ser o PL 957/1968. O link para a tramitação dessa proposição na Câmara é o seguinte http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=185076





Lembramos que toda a documentação e informação referente a essa proposição na Câmara dos Deputados encontram-se disponíveis nesta página, inclusive o dossiê digitalizado contendo toda a documentação guardada no Arquivo da Câmara. Essas informações podem ser acessadas clicando-se sobre os links em azul dispostos ao longo da tramitação.

 

Quanto à Lei 5315/1957, também não localizamos nessa data. Localizamos a Lei 5315 de 1967, cuja proposição originária é o PLN 5/1967, apreciada pelo Congresso Nacional, com tramitação registrada pelo Senado Federal, conforme se vê na página da Lei no Portal da Câmara (http://www2.camara.leg.br/legin/fed/lei/1960-1969/lei-5315-12-setembro-1967-359124-norma-pl.html). Para obter essa tramitação é preciso entrar em contato com o Senado Federal.

 

A Lei 8059/1990 (http://www2.camara.leg.br/legin/fed/lei/1990/lei-8059-4-julho-1990-366030-norma-pl.html) teve sua origem no PL 4352/1989. Enviamos o link para a tramitação dessa proposição: http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=220831

 

Já a documentação referente às discussões e votações do Art. 53 do ADCT (CF 1988), está contida no arquivo ""ADCT art. 053 CF_88-novo.docx"".

 

Aproveitamos para passar algumas informações de como recuperar as proposições originárias de uma Lei em nosso Portal para facilitar suas próximas pesquisas. 

 

Para localizar a proposição originária da lei, basta acessar a página da lei no Portal da Câmara (segue arquivo contendo orientações de pesquisa de legislação em anexo).

 

Nessa página, procure o item Proposição Originária. Em geral, nesse item, existe um link para a tramitação da proposição originária ou haverá a informação da origem da norma (caso seja uma Medida Provisória anterior a 2001 ou um PLN - Projeto de Lei do Congresso Nacional, por exemplo, não haverá tramitação na Câmara, mas sim no Senado Federal).

 

Continuamos à disposição.

Atenciosamente,

Câmara dos Deputados

";Resposta do Pedido;2017-03-07;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
